key,slot,description,value,value_raw,source
"S4_lower_k in [0.40, 0.684]_tau1","W12, H5","median lower bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1",0.41,0.40500223661634666,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, 0.684]_tau1",W12,"median upper bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1",0.95,0.9511608938089978,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, 0.684]_tau1.84","W12, H5","median lower bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1.84",0.24,0.24064918674211327,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, 0.684]_tau1.84",W12,"median upper bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1.84",0.97,0.9678189766565802,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, 0.684]_tau3.4","W12, H5","median lower bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 3.4",0.03,0.0292511158215739,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, 0.684]_tau3.4",W12,"median upper bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 3.4",0.98,0.978856787723783,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, k(sigma_lin(C_i))]_tau1","W12, H5","median lower bound on s, k in [0.40, k(sigma_lin(C_i))]: sigma* at the lower end of its identified set (Chinchilla-Llama 3 drift), tau = 1",0.41,0.40500223661634666,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, k(sigma_lin(C_i))]_tau1",W12,"median upper bound on s, k in [0.40, k(sigma_lin(C_i))]: sigma* at the lower end of its identified set (Chinchilla-Llama 3 drift), tau = 1",0.99,0.9938560806295217,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, k(sigma_lin(C_i))]_tau1.84","W12, H5","median lower bound on s, k in [0.40, k(sigma_lin(C_i))]: sigma* at the lower end of its identified set (Chinchilla-Llama 3 drift), tau = 1.84",0.24,0.24064918674211327,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, k(sigma_lin(C_i))]_tau1.84",W12,"median upper bound on s, k in [0.40, k(sigma_lin(C_i))]: sigma* at the lower end of its identified set (Chinchilla-Llama 3 drift), tau = 1.84",1.00,0.9969617350789506,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, k(sigma_lin(C_i))]_tau3.4","W12, H5","median lower bound on s, k in [0.40, k(sigma_lin(C_i))]: sigma* at the lower end of its identified set (Chinchilla-Llama 3 drift), tau = 3.4",0.03,0.0292511158215739,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, k(sigma_lin(C_i))]_tau3.4",W12,"median upper bound on s, k in [0.40, k(sigma_lin(C_i))]: sigma* at the lower end of its identified set (Chinchilla-Llama 3 drift), tau = 3.4",1.00,0.9985030927147251,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [k(0.70), k(sigma_lin(C_i))]_tau1","W12, H5","median lower bound on s, k in [k(0.70), k(sigma_lin(C_i))]: R1's drift-agnostic set [sigma_lin(C), 0.70], tau = 1",0.43,0.4266639030762634,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [k(0.70), k(sigma_lin(C_i))]_tau1",W12,"median upper bound on s, k in [k(0.70), k(sigma_lin(C_i))]: R1's drift-agnostic set [sigma_lin(C), 0.70], tau = 1",0.99,0.9938560806295217,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [k(0.70), k(sigma_lin(C_i))]_tau1.84","W12, H5","median lower bound on s, k in [k(0.70), k(sigma_lin(C_i))]: R1's drift-agnostic set [sigma_lin(C), 0.70], tau = 1.84",0.26,0.25543496408486305,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [k(0.70), k(sigma_lin(C_i))]_tau1.84",W12,"median upper bound on s, k in [k(0.70), k(sigma_lin(C_i))]: R1's drift-agnostic set [sigma_lin(C), 0.70], tau = 1.84",1.00,0.9969617350789506,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [k(0.70), k(sigma_lin(C_i))]_tau3.4","W12, H5","median lower bound on s, k in [k(0.70), k(sigma_lin(C_i))]: R1's drift-agnostic set [sigma_lin(C), 0.70], tau = 3.4",0.03,0.03130743969189657,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [k(0.70), k(sigma_lin(C_i))]_tau3.4",W12,"median upper bound on s, k in [k(0.70), k(sigma_lin(C_i))]: R1's drift-agnostic set [sigma_lin(C), 0.70], tau = 3.4",1.00,0.9985030927147251,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, k(sigma_lin(C_i))], pooled drift_tau1","W12, H5","median lower bound on s, k in [0.40, k(sigma_lin(C_i))], pooled drift (three-level meta-regression), tau = 1",0.41,0.40500223661634666,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, k(sigma_lin(C_i))], pooled drift_tau1",W12,"median upper bound on s, k in [0.40, k(sigma_lin(C_i))], pooled drift (three-level meta-regression), tau = 1",0.98,0.9841176352808428,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, k(sigma_lin(C_i))], pooled drift_tau1.84","W12, H5","median lower bound on s, k in [0.40, k(sigma_lin(C_i))], pooled drift (three-level meta-regression), tau = 1.84",0.24,0.24064918674211327,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, k(sigma_lin(C_i))], pooled drift_tau1.84",W12,"median upper bound on s, k in [0.40, k(sigma_lin(C_i))], pooled drift (three-level meta-regression), tau = 1.84",0.99,0.99099697756979,output/tables/rb5_sign_magnitude.csv
"S4_lower_k in [0.40, k(sigma_lin(C_i))], pooled drift_tau3.4","W12, H5","median lower bound on s, k in [0.40, k(sigma_lin(C_i))], pooled drift (three-level meta-regression), tau = 3.4",0.03,0.0292511158215739,output/tables/rb5_sign_magnitude.csv
"S4_upper_k in [0.40, k(sigma_lin(C_i))], pooled drift_tau3.4",W12,"median upper bound on s, k in [0.40, k(sigma_lin(C_i))], pooled drift (three-level meta-regression), tau = 3.4",0.99,0.9946396151652872,output/tables/rb5_sign_magnitude.csv
"S4_dec49_lower_k in [0.40, 0.52]_tau1","H5, W12","median over the 49 decisions of the lower bound on s, k in [0.40, 0.52] (in-design sigma* 0.66-0.71; version 3), tau = 1",0.33,0.33038385156291117,output/tables/rb5_sign_magnitude.csv
"S4_dec49_upper_k in [0.40, 0.52]_tau1","H5, W12","median over the 49 decisions of the upper bound on s, k in [0.40, 0.52] (in-design sigma* 0.66-0.71; version 3), tau = 1",0.88,0.8833459217115391,output/tables/rb5_sign_magnitude.csv
"S4_dec49_lower_k in [0.40, 0.52]_tau1.84","H5, W12","median over the 49 decisions of the lower bound on s, k in [0.40, 0.52] (in-design sigma* 0.66-0.71; version 3), tau = 1.84",0.15,0.14541936427674515,output/tables/rb5_sign_magnitude.csv
"S4_dec49_upper_k in [0.40, 0.52]_tau1.84","H5, W12","median over the 49 decisions of the upper bound on s, k in [0.40, 0.52] (in-design sigma* 0.66-0.71; version 3), tau = 1.84",0.92,0.9150438821693277,output/tables/rb5_sign_magnitude.csv
"S4_dec49_lower_k in [0.40, 0.52]_tau3.4","H5, W12","median over the 49 decisions of the lower bound on s, k in [0.40, 0.52] (in-design sigma* 0.66-0.71; version 3), tau = 3.4",-0.12,-0.12187050704290753,output/tables/rb5_sign_magnitude.csv
"S4_dec49_upper_k in [0.40, 0.52]_tau3.4","H5, W12","median over the 49 decisions of the upper bound on s, k in [0.40, 0.52] (in-design sigma* 0.66-0.71; version 3), tau = 3.4",0.94,0.9382650799995037,output/tables/rb5_sign_magnitude.csv
"S4_dec49_lower_k in [0.40, 0.684]_tau1","H5, W12","median over the 49 decisions of the lower bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1",0.33,0.33038385156291117,output/tables/rb5_sign_magnitude.csv
"S4_dec49_upper_k in [0.40, 0.684]_tau1","H5, W12","median over the 49 decisions of the upper bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1",0.94,0.9407900727896364,output/tables/rb5_sign_magnitude.csv
"S4_dec49_lower_k in [0.40, 0.684]_tau1.84","H5, W12","median over the 49 decisions of the lower bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1.84",0.15,0.14541936427674515,output/tables/rb5_sign_magnitude.csv
"S4_dec49_upper_k in [0.40, 0.684]_tau1.84","H5, W12","median over the 49 decisions of the upper bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 1.84",0.96,0.9609854438722316,output/tables/rb5_sign_magnitude.csv
"S4_dec49_lower_k in [0.40, 0.684]_tau3.4","H5, W12","median over the 49 decisions of the lower bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 3.4",-0.16,-0.16333735786021178,output/tables/rb5_sign_magnitude.csv
"S4_dec49_upper_k in [0.40, 0.684]_tau3.4","H5, W12","median over the 49 decisions of the upper bound on s, k in [0.40, 0.684] (to the top-budget value sigma* = 0.594), tau = 3.4",0.97,0.9743670972402294,output/tables/rb5_sign_magnitude.csv
"S4_fixed_zero_reference (kappa-free Chinchilla, sigma* = 0.701)","W12, H5","median decision share (49 units), reference zero points fixed: reference (kappa-free Chinchilla, sigma* = 0.701)",0.73,0.7345318547777187,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.7,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.7",0.74,0.7354597973558612,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.65,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.65",0.81,0.8118896783770948,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.622,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.622",0.85,0.8482636995816494,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.62,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.62",0.85,0.8506858358588216,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.6,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.6",0.87,0.8736271652944344,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.594,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.594",0.88,0.8802896992369305,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_constant sigma* = 0.55,"W12, H5","median decision share (49 units), reference zero points fixed: constant sigma* = 0.55",0.92,0.92102600280616,output/tables/rb5_sign_fixed_zero_point.csv
S4_fixed_zero_sigma*(C_i) at the lower end of its identified set (Chinchilla-Llama 3 drift),"W12, H5","median decision share (49 units), reference zero points fixed: sigma*(C_i) at the lower end of its identified set (Chinchilla-Llama 3 drift)",0.96,0.9570703872769184,output/tables/rb5_sign_fixed_zero_point.csv
P13_SmolLM2_factor,P13 [[S8: factor]],SmolLM2 1.7B: M over the upper end of the set at its compute,47,47.104821090456106,data/processed/rb5_sign/model_bounds_S1.csv
P13_405B_inside,P13,Llama 3.1 405B lies inside the set (dlo < 0 < dhi),True,True,data/processed/rb5_sign/model_bounds_S1.csv
P13_405B_set,P13,Llama 3.1 405B: set for M* at its compute (models' convention) and its M,"[4.0, 677], M = 38.4",3.975; 677.4; M = 38.44,data/processed/rb5_sign/model_bounds_S1.csv
